OID,year,month,day,hour,minute,second,latitude,longitude,magnitude,depth,q,eventid,strike,smajax,sminax,unc,q_1,unc_1,q_12,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,str1,dip1,rake1,str2,dip2,rake2,type
-1,1981,7,4,2,38,17,10.199,124.904,5.44,50, A,623041,65.6,6.8,4.6,4.9, A,0.1, A, d,1.8,17,    gcmt,-1.75,0.27,1.47,-0.6,-0.39,0.28,213,47,124,348,53,59, BDC
-1,1981,9,4,11,15,15,9.986,123.915,6.61,635, B,610957,61.1,5.2,3.2,6.5, A,0.1, A, d,10.23,18,    gcmt,9.96,-0.75,-8.05,-4.24,1.48,-1.91,31,55,-57,163,47,-128, BDC
-1,1982,1,14,11,36,5,10.009,124.194,5.72,595, B,605547,60.8,6.4,4.1,6.3, A,0.1, A, d,4.64,17,    gcmt,2.28,2.5,-2.38,-1.57,2.74,0.1,179,67,-133,67,47,-32, BDC
-1,1983,2,13,15,10,12,11.456,126.187,5.56,17, B,582782,59.8,7.7,4.7,6.1, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1983,2,19,20,14,24,8.688,123.981,5.97,566, B,583193,60.7,5.9,3.4,6.8, A,0.1, A, d,11.05,17,    gcmt,8.05,-8.9,-4.26,-0.13,2.34,-3.8,357,73,-104,218,21,-52, BDC
-1,1983,9,26,9,41,22,11.015,126.142,5.55,23, B,569064,71.1,8.5,5.1,5.5, A,0.55, C, p, , , , , , , , , , , , , , , , 
-1,1983,11,9,3,13,9,11.281,126.118,5.41,18, A,564573,67.6,6.2,4.4,5.4, A,0.1, A, d,1.63,17,    gcmt,-1.41,0.4,1.09,0.57,0.73,0.32,130,51,43,9,58,132, BDC
-1,1984,1,24,16,22,23,12.383,123.829,5.84,14, A,561691,53.2,5.1,4.1,3.4, A,0.1, A, d,7.09,17,    gcmt,-7.06,-0.02,0.18,0.17,-1.26,6.89,50,89,179,140,89,1, BDC
-1,1984,6,9,11,6,56,11.77,125.91,5.23,25, A,550568,75.7,6,4.3,4.6, A,0.1, A, d,8.95,16,    gcmt,-7.55,5.15,7.04,0.45,0.3,0.51,173,28,82,2,63,94, BDC
-1,1984,6,19,18,55,57,11.796,125.683,5.49,45, B,551192,68,6.5,4,5.3, A,0.1, A, d,2.15,17,    gcmt,-1.78,1.34,1.55,-0.18,0.13,0.23,354,64,88,179,26,95, BDC
-1,1984,8,20,1,12,34,12.957,124.693,5.33,73, B,547206,65.7,6.9,4.4,6.7, A,0.1, A, d,12.34,16,    gcmt,-2.39,2.55,-3.17,-9.91,4.94,5.56,206,31,-163,101,81,-60, BDC
-1,1984,9,26,1,39,15,12.136,122.724,5.62,28, B,545239,62.1,6.4,4,3.9, A,0.1, A, d,3.29,17,    gcmt,-0.95,-3.07,1.19,-0.2,-0.44,-0.23,185,80,84,39,12,123, BDC
-1,1984,11,9,2,54,55,10.359,125.196,5.6,18, A,538703,66.7,6.1,4.2,3.9, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1984,11,11,23,7,26,10.327,125.281,5.59,25, B,538917,64.3,6.6,4.1,3.8, A,0.1, A, d,3.02,17,    gcmt,-1.54,-0.03,-0.92,1.61,1.68,2.47,291,84,-33,24,57,-173, BDC
-1,1984,11,12,1,6,24,10.5,125.209,5.54,14, B,538925,62.3,6.6,4.2,4, A,0.1, A, d,2.47,17,    gcmt,-2.05,-0.58,-0.58,-0.03,-0.32,2.63,317,77,-14,51,77,-166, BDC
-1,1984,11,23,21,29,29,12.039,126.526,5.47,29, A,539776,70.9,6.6,4.4,4.6, A,0.1, A, d,1.94,17,    gcmt,0.46,0.56,-0.85,-0.33,-1.85,0.39,179,86,-20,270,70,-176, BDC
-1,1985,3,11,12,26,11,10.451,125.561,5.56,88, B,529816,70.6,6.1,3.8,5.3, A,0.1, A, d,2.66,17,    gcmt,1.67,-2.2,-0.33,0.73,-0.03,-1.35,330,84,-118,229,28,-13, BDC
-1,1985,6,26,3,5,41,9.415,124.244,5.4,535, B,523511,65.4,7,4.3,6.5, A,0.1, A, d,1.56,17,    gcmt,1.31,0.05,-1.06,-1.06,0.13,-0.26,155,54,-135,35,55,-46, BDC
-1,1985,10,19,20,51,22,10.472,125.205,5.55,35, B,513923,68.8,8.7,5.5,15.1, C,0.33, C, p, , , , , , , , , , , , , , , , 
-1,1986,4,9,21,56,22,10.04,126.298,5.47,60, A,497890,72,6.9,4.7,5.2, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1986,6,3,14,40,9,10.447,125.908,6.03,46, A,492386,60.4,5.4,3.7,4.9, A,0.1, A, d,1.38,18,    gcmt,-1.31,0.65,1.02,0.28,0.06,0.29,13,61,108,160,33,61, BDC
-1,1986,11,6,2,48,25,9.056,126.252,5.73,55, A,479973,69.6,6.1,4.2,5, A,0.1, A, d,4.79,17,    gcmt,-4.66,1.43,3.69,0.93,1.54,0.97,6,56,117,143,42,56, BDC
-1,1987,3,24,3,49,36,11.332,125.474,5.52,69, B,472872,73.7,7.8,4.8,5.5, A,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1987,4,17,0,12,27,8.974,123.977,5.11,558, B,469354,62.3,8.6,5.1,17.5, C,0.1, A, d,5.79,16,    gcmt,3.61,-0.41,-4.85,-3.09,2.28,1.24,193,37,-124,53,60,-67, BDC
-1,1987,6,6,18,40,30,10.759,126.156,6.44,16, A,463748,64.9,5.4,3.6,3.5, A,0.1, A, d,5.66,18,    gcmt,-3.3,4.58,3.28,-0.09,0.49,0.02,358,72,94,166,18,79, BDC
-1,1987,6,7,22,48,21,10.632,126.241,5.52,30, A,463833,56.3,8,6.3,6.6, A,0.25, B, p, , , , , , , , , , , , , , , , 
-1,1987,6,14,5,7,32,10.422,126.267,6.2,35, A,464290,56.3,6.2,4.3,4.9, A,0.1, A, d,2.48,18,    gcmt,-1.6,1.92,1.49,0.29,-0.04,0.12,7,71,94,175,20,78, BDC
-1,1987,6,14,5,26,3,10.391,126.164,5.6,25, B,464293,73.7,10.2,5.7,4.5, A,0.23, C, p, , , , , , , , , , , , , , , , 
-1,1987,11,18,16,27,8,12.914,124.784,6.35,25, A,453237,62.4,5.1,3.6,3.9, A,0.1, A, d,4.13,18,    gcmt,-2.61,3.13,2.54,-0.41,0.67,0.07,351,70,93,161,20,81, BDC
-1,1987,12,11,23,27,34,11.297,125.46,5.16,58, B,450409,69.1,9.2,5.8,6, A,0.1, A, d,6.91,16,    gcmt,-7.95,1.05,5.57,0.57,0.59,2.38,166,42,74,7,50,104, BDC
-1,1988,2,24,8,44,38,13.289,124.501,5.25,30, B,446347,76.7,11,6,4.5, A,0.2, C, p, , , , , , , , , , , , , , , , 
-1,1988,8,7,19,24,47,10.219,125.593,5.12,116, B,428344,82,8.3,5.1,5.4, A,0.1, A, d,5.94,16,    gcmt,1.64,-3.91,-1.76,-4.32,-1.01,0.12,160,10,-153,43,86,-81, BDC
-1,1988,9,26,14,3,57,10.094,126.02,5.42,59, B,426186,71.5,8.3,5.2,6.1, A,0.1, A, d,1.72,17,    gcmt,-1.69,0.8,1.26,-0.3,0.12,0.43,192,32,113,345,61,76, BDC
-1,1988,11,17,6,55,48,12.405,124.559,6.59,17, A,420668,61.3,4.9,3.4,3.6, A,0.1, A, d,9.41,18,    gcmt,-6.3,3.85,-1.96,4.13,1.59,8.27,223,84,-141,128,51,-8, BDC
-1,1988,11,24,4,25,58,12.68,125.336,5.58,30, B,421170,66.6,9.8,5.4,5.1, A,0.44, C, p, , , , , , , , , , , , , , , , 
-1,1989,8,12,16,46,45,8.737,125.831,5.85,58, A,394916,61.5,5.7,3.8,4.8, A,0.1, A, d,7.42,17,    gcmt,-1.61,1.91,-6.12,-0.81,1.29,7.74,102,51,-62,242,47,-120, BDC
-1,1989,9,15,15,36,39,9.968,126.448,5.1,25, B,392538,64.1,12.3,6.5,14.5, C,0.1, A, d,5.64,16,    gcmt,-4.98,-0.35,4.07,-2.81,-1.65,0.91,348,46,46,222,59,126, BDC
-1,1989,10,2,7,55,41,10.6,126.947,5.29,15, B,388525,69.2,8.2,5.1,4, A,0.1, A, d,10.78,16,    gcmt,7.97,5,-7.14,-5.36,-2.2,-0.84,9,30,-50,144,68,-110, BDC
-1,1989,10,7,13,21,4,12.109,125.571,5.21,26, B,388918,66.1,9.4,5.1,4.6, A,0.1, A, d,8.19,16,    gcmt,-3.2,-0.42,1.5,4.42,-6.3,1.71,173,58,13,76,79,147, BDC
-1,1989,11,14,17,39,35,10.082,126.451,5.32,28, B,386945,66.1,8.6,4.9,322.7, A,0.1, A, d,12.23,16,    gcmt,-0.24,9.99,2.12,6.46,-2.03,-1.87,266,9,142,33,84,83, BDC
-1,1989,12,8,10,23,13,10.108,126.527,6.14,24, A,383295,61.9,6.1,4.1,3.8, A,0.1, A, d,1.98,18,    gcmt,-1.65,0.92,1.34,-0.88,-0.02,0.31,335,66,64,205,35,135, BDC
-1,1989,12,10,1,18,47,12.674,125.041,5.54,32, B,383424,72.3,10.4,5.6,4.9, A,0.27, C, p, , , , , , , , , , , , , , , , 
-1,1990,1,13,3,32,17,12.724,125.013,5.16,30, B,381077,67,8.6,5.6,4.9, A,0.1, A, d,6.82,16,    gcmt,-4.11,3.48,4.92,-3.08,2,-0.8,166,25,110,324,67,81, BDC
-1,1990,2,8,7,15,34,9.817,124.719,6.73,25, B,377912,63.1,6.1,3.9,3.8, A,0.1, A, d,1.55,19,    gcmt,-0.47,0.19,1.54,0.43,-0.56,-1.07,61,54,92,237,36,87, BDC
-1,1990,2,8,7,47,1,9.703,124.719,6.57,25, A,377915,62.6,7.5,5.1,4, A,0.1, A, d,8.77,18,    gcmt,-2.45,2.19,7.99,2.51,-3.96,-5.54,53,56,87,238,34,94, BDC
-1,1990,3,26,22,47,19,9.367,125.706,5.88,35, A,376763,64.3,6.2,4.3,4.8, A,0.1, A, d,8.03,17,    gcmt,-4.65,-2.09,2.33,-3.07,-6.29,2.33,252,85,151,345,61,5, BDC
-1,1990,7,16,10,12,58,9.291,125.604,5.52,19, B,362911,71.5,9.1,5.6,3.8, A,0.22, C, p, , , , , , , , , , , , , , , , 
-1,1990,7,23,18,2,54,11.393,122.477,5.56,18, A,363809,61.7,6.4,4.6,3.6, A,0.1, A, d,2.73,17,    gcmt,-2.16,0.62,0.43,-0.97,1.52,1.73,297,87,26,206,64,176, BDC
-1,1991,1,28,9,6,38,10.653,125.754,5.42,51, B,345658,70.7,7.1,4.3,5.4, A,0.1, A, d,1.69,17,    gcmt,-0.9,1.16,0.81,0.76,-0.48,0.09,186,19,65,33,73,98, BDC
-1,1991,4,23,2,50,22,12.925,123.344,5.54,25, A,336283,44.3,9.1,6.3,3.8, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1991,5,6,0,10,24,10.313,125.143,5.65,12, B,331218,69.3,7.5,4.9,3.7, A,0.1, A, d,3.62,17,    gcmt,-2.63,-0.07,-0.8,1.86,1.15,3.43,124,86,24,32,66,176, BDC
-1,1991,5,6,0,26,15,10.382,125.248,5.74,30, B,331220,60.8,8.5,4.4,4.6, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1991,5,8,18,0,29,10.374,125.268,5.45,20, A,331542,69.8,6,4.1,3.9, A,0.1, A, d,1.88,17,    gcmt,-1.55,0.4,-0.5,-0.11,-0.2,2.06,229,75,-169,136,79,-15, BDC
-1,1991,5,27,6,33,5,10.432,125.308,5.36,30, B,333520,64.8,7,4.6,4.5, A,0.1, A, d,1.4,17,    gcmt,-1.11,0.11,-0.24,0.38,0.56,1.36,124,80,8,32,83,170, BDC
-1,1991,6,15,23,2,13,10.223,125.962,6.07,45, A,329192,62.3,5.4,3.8,4.8, A,0.1, A, d,1.56,18,    gcmt,-1.48,0.46,1.49,0.01,-0.05,-0.01,2,54,90,182,36,91, BDC
-1,1991,12,18,21,43,49,9.265,124.11,5.5,513, B,310985,68.9,7.2,4.3,8.2, A,0.1, A, d,2.17,17,    gcmt,1.74,0.42,-0.01,-0.93,0.86,-1.73,150,79,-159,56,69,-12, BDC
-1,1992,4,28,9,31,23,8.919,124.09,5.36,571, A,297704,70.6,6.7,4.7,6.9, A,0.1, A, d,1.4,17,    gcmt,0.31,-1.09,-0.4,0.83,0.19,0.08,203,9,-33,326,85,-98, BDC
-1,1992,4,29,11,26,7,10.361,125.08,5.42,24, A,297845,72.1,6.9,4.8,4, A,0.1, A, d,1.72,17,    gcmt,-1.04,0.56,-0.53,0.86,0.55,1.57,124,51,-10,220,82,-141, BDC
-1,1992,5,20,11,43,5,12.628,125.58,5.44,17, A,292326,76.9,6.4,4.5,5.1, A,0.1, A, d,1.83,17,    gcmt,-0.73,1.18,0.99,0.71,0.93,-0.25,114,43,33,359,69,128, BDC
-1,1992,5,21,21,56,14,11.129,122.497,5.38,33, B,292562,52.8,8.2,4.8,6.4, A,0.1, A, d,1.47,17,    gcmt,-0.73,-1.31,0.37,0.2,0.38,0.37,315,15,52,174,78,99, BDC
-1,1992,6,12,4,56,60,10.953,126.726,5.2,32, B,286690,73.2,6.9,4.5,5, A,0.1, A, d,7.88,16,    gcmt,5.14,1.83,-5.84,-2.71,-4.92,0.7,345,36,-63,133,59,-108, BDC
-1,1992,7,31,14,2,56,10.155,126.231,5.32,45, B,285086,72.4,6.8,4.2,6.8, A,0.1, A, d,1.2,17,    gcmt,-0.84,0.31,1.36,-0.15,0.18,-0.52,156,37,91,335,53,90, BDC
-1,1993,4,15,19,43,43,10.316,125.942,5.17,48, B,238770,74.4,9.3,5.2,5.3, A,0.1, A, d,7.07,16,    gcmt,-3.67,3.8,0.15,0.68,4.74,3.52,108,57,-2,198,89,-147, BDC
-1,1993,5,4,6,48,25,9.625,125.259,5.15,35, B,230822,75.2,7.6,4.9,4.9, A,0.1, A, d,6.59,16,    gcmt,-3.21,-2.66,6.03,2.42,1.99,-2.81,318,28,90,138,62,90, BDC
-1,1993,5,17,2,8,39,11.102,124.938,5.67,25, B,232813,68.5,6.6,4.2,3.8, A,0.1, A, d,3.9,17,    gcmt,-2.7,1.93,-0.82,1.05,0.33,3.53,226,79,-145,128,55,-13, BDC
-1,1993,6,3,20,16,26,9.597,126.521,5.59,35, B,226222,72.2,7.1,4.6,4.7, A,0.1, A, d,2.97,17,    gcmt,-2.48,1.77,2.27,0.17,-0.06,0.22,4,63,93,178,27,85, BDC
-1,1993,8,19,6,48,30,13.271,124.098,5.28,86, B,215113,61.8,7.4,4,6, A,0.1, A, d,10.52,16,    gcmt,-5.41,-6.1,-3.46,-0.22,3.76,8.87,294,57,-24,37,70,-145, BDC
-1,1993,10,24,5,53,32,11.321,125.449,5.61,54, B,204279,68.3,6,3.8,5, A,0.1, A, d,3.22,17,    gcmt,-2.69,1.62,2.59,0.83,0.24,0.11,12,62,107,159,32,61, BDC
-1,1993,11,25,21,45,24,12.32,125.948,5.57,13, B,199742,69,8.2,5.2,4.7, A,0.51, C, p, , , , , , , , , , , , , , , , 
-1,1993,11,29,20,28,46,10.306,126.491,5.8,33, B,200290,62.4,6.1,3.8,4, A,0.1, A, d,6.27,17,    gcmt,-3.72,5.03,3.63,-0.6,0.27,0.09,354,72,89,178,18,94, BDC
-1,1993,12,28,3,29,45,12.506,125.325,5.88,35, B,195289,71.8,7.1,4.2,4.9, A,0.1, A, d,8.21,17,    gcmt,-2.41,7.62,3.43,0.14,0.92,-1.02,359,79,96,147,12,59, BDC
-1,1993,12,28,4,35,23,12.443,125.274,5.18,22, B,195294,74,12.8,6,4.5, A,0.1, A, d,7.52,16,    gcmt,-5.61,3.25,5.2,-3.75,1.6,0.42,187,31,129,324,67,70, BDC
-1,1994,2,17,19,41,58,9.907,125.935,5.57,33, B,185914,61,7.5,4.3,3.9, A,0.1, A, d,2.78,17,    gcmt,-1.8,1.3,-0.74,0.67,0.72,2.54,221,78,-145,122,56,-15, BDC
-1,1994,6,9,16,22,25,13.287,124.314,6.13,82, A,168536,60.8,5.1,3.5,5, A,0.1, A, d,1.91,18,    gcmt,0.65,0.64,-0.39,-0.93,1.46,-0.26,76,68,-26,177,66,-156, BDC
-1,1994,7,5,10,9,24,10.56,125.263,5.83,20, B,163304,64.4,6.4,3.9,3.6, A,0.1, A, d,6.75,17,    gcmt,-5.82,1.58,-1.27,0.8,-0.19,7.1,227,81,-164,135,74,-9, BDC
-1,1995,1,6,21,59,31,9.28,126.274,5.77,35, B,123051,68.9,6.8,4.4,4.5, A,0.1, A, d,5.63,17,    gcmt,-5.52,1.52,4.8,1.52,-0.38,0.73,19,56,110,167,39,64, BDC
-1,1995,4,6,20,47,52,10.871,125.974,5.31,41, B,108185,67.5,8.7,5.5,5.4, A,0.1, A, d,11.73,16,    gcmt,-8.67,8.01,8.04,-1.65,0.89,0.64,180,23,99,350,67,86, BDC
-1,1995,4,21,0,2,51,12.009,125.692,5.98,27, B,110144,65.9,7.9,5.1,3.8, A,0.1, A, d,1.14,18,    gcmt,0.57,1.05,-0.15,0.18,0.01,-0.42,194,81,-80,323,13,-140, BDC
-1,1995,4,21,0,9,57,12.089,125.748,6.85,27, B,110145,59.6,5.9,3.9,3.8, A,0.1, A, d,2.34,19,    gcmt,-1.12,2.01,1.16,0.03,0.34,-0.03,358,75,98,150,17,62, BDC
-1,1995,4,21,0,30,15,11.989,125.634,6.81,27, A,110153,63.1,7.3,5.3,3.9, A,0.1, A, d,2,19,    gcmt,-1.29,1.44,1.11,0.61,0.32,0.18,14,72,110,145,26,43, BDC
-1,1995,4,21,0,34,50,12.085,125.603,7.15,24, A,110154,59,7.1,5,3.9, A,0.1, A, d,6.58,19,    gcmt,-4.1,5.01,4.08,0.74,0.95,0.02,3,71,101,153,22,61, BDC
-1,1995,4,21,2,23,15,12.233,125.591,5.5,25, B,110207,63.9,11.2,6.7,5.2, A,0.38, C, p, , , , , , , , , , , , , , , , 
-1,1995,4,21,5,17,4,12.047,125.81,6.81,24, A,110249,59.4,6.4,4.2,3.6, A,0.1, A, d,2.01,19,    gcmt,-0.97,1.68,1.13,-0.17,0.27,-0.15,352,74,94,157,17,75, BDC
-1,1995,4,21,17,3,18,12.032,125.958,5.58,27, B,110363,66.9,7.4,4.8,6.1, A,0.2, B, p, , , , , , , , , , , , , , , , 
-1,1995,4,21,19,49,37,11.756,125.822,5.4,18, B,110386,61.5,12.7,6.9,9.3, A,0.1, A, d,1.56,17,    gcmt,0.09,1.52,0.13,-0.32,-0.24,-0.22,262,6,-178,170,90,-84, BDC
-1,1995,4,22,11,18,28,11.861,125.906,5.63,27, B,110504,63.8,7.6,4.7,3.8, A,0.1, A, d,3.4,17,    gcmt,-2.43,2.31,2.41,0.08,0.61,0.02,357,67,99,156,25,70, BDC
-1,1995,4,23,5,8,5,12.37,125.389,6.73,30, A,110650,58.8,5.4,3.8,3.8, A,0.1, A, d,1.53,19,    gcmt,-0.86,1.18,0.85,0.09,0.45,0.02,359,72,107,135,25,49, BDC
-1,1995,4,23,7,21,21,12.375,125.588,5.47,20, B,110687,63.7,8.3,5.1,4.7, A,0.24, B, p, , , , , , , , , , , , , , , , 
-1,1995,4,23,14,7,53,12.296,125.664,5.32,15, B,110758,69.2,7.9,5,4, A,0.1, A, d,12.17,16,    gcmt,-6.44,7.32,6.72,-6.74,2.41,-0.28,178,20,124,322,73,78, BDC
-1,1995,4,23,20,28,51,12.353,125.389,5.27,32, A,110809,65.5,7.7,5.2,4.8, A,0.1, A, d,10.06,16,    gcmt,-4.79,6.51,6.04,5.72,3.13,-1.25,135,32,35,14,73,117, BDC
-1,1995,4,24,6,8,9,12.231,125.76,5.42,18, B,110873,67.5,7,4.4,4.8, A,0.1, A, d,1.68,17,    gcmt,-0.74,1.24,0.66,-0.87,0.17,0.08,189,16,131,327,78,80, BDC
-1,1995,4,24,17,4,49,12.531,125.425,5.7,31, B,110936,65.8,7,4.5,3.8, A,0.1, A, d,4.42,17,    gcmt,-2.7,3.1,2.63,0.37,1.64,0.07,358,69,112,130,29,46, BDC
-1,1995,4,25,9,12,49,12.374,125.311,5.61,24, B,111020,64.7,6.2,4,3.8, A,0.1, A, d,3.24,17,    gcmt,-0.21,-0.35,-2.27,2.17,-0.09,2.49,277,66,-85,86,24,-100, BDC
-1,1995,4,29,9,44,1,11.899,126.023,6.01,20, A,111657,66.5,6,4.1,3.6, A,0.1, A, d,12.89,17,    gcmt,-8.13,8.46,9.26,-1.75,3.89,-1.13,344,66,97,147,25,74, BDC
-1,1995,4,29,13,58,33,11.742,125.952,5.34,15, B,111689,72.8,11.9,7.2,5.4, A,0.1, A, d,1.29,17,    gcmt,-0.41,1.23,0.34,-0.07,0.06,0.08,169,9,82,357,81,91, BDC
-1,1995,5,5,3,53,50,12.563,125.213,7.04,24, A,102159,69.6,5.6,3.9,3.9, A,0.1, A, d,4.53,19,    gcmt,-1.96,3.91,2.18,-0.5,0.84,-0.22,351,76,97,145,16,65, BDC
-1,1995,5,5,4,39,12,12.586,125.191,6.21,25, A,102170,66.1,7.6,5.2,3.8, A,0.23, C, p, , , , , , , , , , , , , , , , 
-1,1995,5,8,18,5,12,11.459,125.977,5.59,30, A,102775,68.1,9.5,6.3,4.8, A,0.41, C, p, , , , , , , , , , , , , , , , 
-1,1995,5,8,18,7,32,11.45,125.929,5.43,35, B,102776,70,10.6,6.5,4.7, A,0.36, C, p, , , , , , , , , , , , , , , , 
-1,1995,5,8,18,8,10,11.378,125.813,6.37,19, A,102777,62.4,8.1,5.5,5, A,0.1, A, d,4.52,18,    gcmt,-2.33,3.8,2.4,0.22,0.58,-0.07,153,18,64,0,74,98, BDC
-1,1995,5,10,23,21,31,11.515,126.126,5.13,18, B,103087,68.9,8.1,5.3,6.2, A,0.1, A, d,6.34,16,    gcmt,-3.26,4.82,4.96,-0.13,0.23,-1.69,172,20,85,357,70,92, BDC
-1,1995,5,11,21,17,16,12.685,125.336,5.25,35, B,103197,74.1,10.4,5.8,6.1, A,0.1, A, d,9.37,16,    gcmt,-1.13,8.54,3.33,-2.26,1.53,-2.2,113,13,42,342,81,100, BDC
-1,1995,5,15,20,4,10,11.11,126.242,5.28,10, B,104054,63.9,6.8,4.3,3.8, A,0.1, A, d,10.56,16,    gcmt,-4.77,8.93,5.89,-1.51,0.92,-1.11,165,16,85,350,75,91, BDC
-1,1995,5,17,19,7,27,12.707,125.175,5.39,22, B,104587,77.2,10.1,6,6.1, A,0.1, A, d,1.55,17,    gcmt,-0.61,1.19,0.63,-0.76,0.15,-0.01,182,14,122,329,78,83, BDC
-1,1995,5,17,19,33,48,12.522,125.715,5.59,31, A,104592,61.6,6.6,4.5,3.7, A,0.1, A, d,2.97,17,    gcmt,-0.8,2.02,1.22,-1.68,0.93,-0.42,320,76,90,142,14,92, BDC
-1,1995,5,22,9,47,16,11.532,125.646,5.14,33, B,105433,75.5,10.3,5.3,5, A,0.1, A, d,6.48,16,    gcmt,-4.21,4.17,5.34,0.93,1.06,-1.12,154,28,66,0,65,102, BDC
-1,1995,5,22,19,26,57,11.655,125.54,5.22,26, B,105516,67.7,10.4,6.3,4.5, A,0.1, A, d,8.6,16,    gcmt,-4.35,6.95,4.65,0.61,2.22,-0.3,136,22,49,359,73,105, BDC
-1,1995,5,24,20,21,26,12.34,125.658,5.86,23, B,105884,63.4,6.1,4,3.8, A,0.1, A, d,7.61,17,    gcmt,-2.69,6.13,-0.23,3.51,0.69,2.93,213,90,-112,123,22,0, BDC
-1,1995,6,7,20,59,45,11.891,125.821,5.17,22, B,97554,64.4,11.3,7.2,4.7, A,0.1, A, d,7.11,16,    gcmt,-0.42,6.53,1.73,2.32,-0.72,-1.3,250,8,139,21,84,84, BDC
-1,1995,6,11,19,20,53,11.832,125.95,5.62,32, B,98185,72.3,7,4.3,3.9, A,0.1, A, d,3.3,17,    gcmt,-2.08,2.37,2.37,-0.52,0.03,-0.28,351,69,85,185,22,103, BDC
-1,1995,7,12,18,38,53,12.352,125.108,5.84,39, A,93473,62.1,5.8,3.9,5, A,0.1, A, d,7.06,17,    gcmt,-4.61,4.35,5.71,2.24,0.68,-1.1,12,67,104,160,27,60, BDC
-1,1995,8,8,0,35,26,11.887,125.919,5.3,31, B,87913,68.4,7.8,4.2,4.9, A,0.1, A, d,11.18,16,    gcmt,-9.21,5.63,9.31,-2.69,-0.79,-0.1,198,32,116,349,62,75, BDC
-1,1995,8,8,6,34,56,11.88,125.787,5.3,32, B,87948,68.3,8.1,4.7,5.2, A,0.1, A, d,1.14,17,    gcmt,-0.48,1.01,0.53,0.09,0.17,-0.05,146,16,55,2,77,99, BDC
-1,1995,11,21,12,45,1,12.066,125.685,5.28,24, B,70184,69.7,11.6,5.5,4.7, A,0.1, A, d,10.37,16,    gcmt,-3.91,9.99,1.47,0.71,-0.39,2.44,181,8,87,4,82,90, BDC
-1,1995,11,25,20,4,30,9.726,126.32,5.59,35, A,71495,72.6,7.9,5.3,4.7, A,0.1, A, d,2.97,17,    gcmt,-2.15,1.98,2.25,-0.11,0.18,-0.1,356,66,91,174,24,88, BDC
-1,1996,1,2,18,9,18,9.209,126.287,5.15,70, B,939892,73.3,8.4,5,6.1, A,0.1, A, d,6.62,16,    gcmt,-5.6,1.22,5.09,3.24,1.9,0.51,138,50,50,11,54,128, BDC
-1,1996,1,29,13,6,28,11.276,125.448,5.14,91, B,944650,70.1,8,5,5.1, A,0.1, A, d,6.56,16,    gcmt,-6.22,1.11,5.7,2.43,0.52,0.52,156,44,58,17,54,117, BDC
-1,1996,3,29,4,59,58,10.424,126.277,5.52,27, B,955916,70.1,7.3,4.4,5.4, A,0.1, A, d,2.35,17,    gcmt,-1.86,1.08,2.12,0.06,-0.61,-0.26,12,59,83,205,32,101, BDC
-1,1996,4,6,4,4,35,10.216,126.097,5.11,30, B,957378,68.9,10,5.7,4.6, A,0.1, A, d,5.86,16,    gcmt,-4.12,3.72,4.85,-0.62,0.08,-0.72,182,25,97,354,65,87, BDC
-1,1996,4,18,6,12,60,12.907,124.956,5.82,33, B,959503,61.3,6.8,4,3.9, A,0.1, A, d,6.57,17,    gcmt,-3.88,4.5,4.55,-0.86,2.03,-0.66,345,67,99,143,24,70, BDC
-1,1996,5,27,5,45,29,9.975,124.2,5.19,28, B,966203,68.8,7.5,4.8,4.5, A,0.1, A, d,7.75,16,    gcmt,-2.57,5.26,5.46,-3.45,-2.92,-2.89,247,42,139,10,64,55, BDC
-1,1996,5,31,10,15,24,10.93,125.408,5.17,103, B,966863,65.5,7.9,4.6,6, A,0.1, A, d,7.27,16,    gcmt,-0.39,-7.19,-0.87,0.99,0.66,1.27,254,4,-9,353,89,-93, BDC
-1,1996,6,11,18,22,58,12.712,125.22,7.06,32, B,969275,58.3,5.8,3.5,4, A,0.1, A, d,4.86,19,    gcmt,-2.85,3.68,3.06,0.13,1.13,-0.21,356,70,102,144,23,60, BDC
-1,1996,6,12,0,30,16,12.829,125.389,5.47,25, B,969338,70.7,9.4,6.1,5, A,0.1, A, d,1.96,17,    gcmt,-0.41,0.94,1.57,-0.61,0.77,-1.16,316,63,103,109,30,66, BDC
-1,1996,6,14,15,4,42,12.853,124.941,6.08,20, B,969806,56.5,5.6,3.2,3.8, A,0.1, A, d,1.6,18,    gcmt,-0.36,0.46,-1.13,-0.27,0.74,1.49,98,55,-50,222,51,-133, BDC
-1,1996,6,26,0,21,31,12.943,124.846,5.29,62, B,972047,63.5,9.5,5.4,8.4, A,0.1, A, d,10.87,16,    gcmt,8.58,-4.08,-7.71,-5.56,1.97,-0.87,169,34,-131,36,65,-66, BDC
-1,1996,7,1,4,52,12,12.607,125.542,5.48,15, A,973003,63.5,6.1,4.2,4.8, A,0.1, A, d,2.06,17,    gcmt,-1.03,1.6,1.33,-0.31,0.4,-0.29,346,71,95,150,20,75, BDC
